,squadraa,squadraa_xg,squadraa_xag,squadraa_xgxag,squadraa_npzxg,squadraa_npxgxag,avversarioa_xg,avversarioa_xag,avversarioa_xgxag,avversarioa_npzxg,avversarioa_npxgxag,squadrab,squadrab_xg,squadrab_xag,squadrab_xgxag,squadrab_npzxg,squadrab_npxgxag,avversariob_xg,avversariob_xag,avversariob_xgxag,avversariob_npzxg,avversariob_npxgxag,risultato
115,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
116,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,2
117,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
118,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,2
119,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,2
120,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,2
121,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,3
122,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,1
123,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,1
124,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,1
125,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,2
126,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,2
127,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
128,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,3
129,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,3
130,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,2
131,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,3
132,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,3
133,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Milan,1.97,1.1400000000000001,3.1,1.18,2.32,0.76,0.6000000000000001,1.3599999999999999,0.76,1.3599999999999999,2
134,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
135,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,2
136,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
137,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,1
138,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,1
139,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,1
140,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,1
141,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,1
142,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,1
143,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,1
144,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,2
145,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,1
146,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
147,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,1
148,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,1
149,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,1
150,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,1
151,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,1
152,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Milan,1.97,1.1400000000000001,3.1,1.18,2.32,0.76,0.6000000000000001,1.3599999999999999,0.76,1.3599999999999999,2
153,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
154,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,2
155,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
156,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,2
157,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,2
158,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,1
159,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,2
160,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,1
161,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,1
162,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,1
163,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,2
164,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,1
165,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
166,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,1
167,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,1
168,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,2
169,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,1
170,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,1
171,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Milan,1.97,1.1400000000000001,3.1,1.18,2.32,0.76,0.6000000000000001,1.3599999999999999,0.76,1.3599999999999999,2
172,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
173,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,2
174,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
175,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,2
176,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,2
177,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,3
178,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,2
179,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,3
180,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,1
181,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,1
182,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,2
183,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,2
184,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
185,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,3
186,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,3
187,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,2
188,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,3
189,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,1
190,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Milan,1.97,1.1400000000000001,3.1,1.18,2.32,0.76,0.6000000000000001,1.3599999999999999,0.76,1.3599999999999999,2
191,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
192,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,2
193,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
194,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,2
195,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,2
196,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,3
197,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,2
198,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,3
199,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,1
200,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,1
201,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,2
202,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,2
203,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
204,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,1
205,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,1
206,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,2
207,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,1
208,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,1
209,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Milan,1.97,1.1400000000000001,3.1,1.18,2.32,0.76,0.6000000000000001,1.3599999999999999,0.76,1.3599999999999999,2
210,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
211,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,2
212,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
213,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,2
214,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,2
215,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,3
216,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,2
217,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,2
218,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,2
219,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,1
220,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,2
221,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,2
222,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
223,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,2
224,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,3
225,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,2
226,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,3
227,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,3
228,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Milan,1.97,1.1400000000000001,3.1,1.18,2.32,0.76,0.6000000000000001,1.3599999999999999,0.76,1.3599999999999999,1
229,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Napoli,2.48,1.55,4.04,1.71,3.26,0.53,0.1,0.63,0.14,0.24,2
230,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Inter,1.79,1.5,3.29,1.79,3.29,0.71,0.42,1.1400000000000001,0.71,1.1400000000000001,1
231,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Hellas Verona,0.63,0.32,0.9500000000000001,0.63,0.9500000000000001,1.12,0.61,1.73,1.12,1.73,1
232,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Fiorentina,1.17,0.84,2.0,1.17,2.0,0.23,0.21,0.45,0.23,0.45,1
233,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Juventus,1.32,0.72,2.04,0.9400000000000001,1.67,0.74,0.62,1.3599999999999999,0.74,1.3599999999999999,1
234,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Lecce,0.85,0.73,1.58,0.85,1.58,1.46,1.44,2.9,1.46,2.9,1
235,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Atalanta,1.48,1.06,2.54,1.48,2.54,0.58,0.54,1.12,0.58,1.12,1
236,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Monza,1.38,1.16,2.55,1.38,2.55,1.82,1.52,3.34,1.82,3.34,1
237,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Frosinone,0.81,0.37,1.18,0.41000000000000003,0.78,1.57,1.2,2.77,1.57,2.77,1
238,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Genoa,0.38,0.22,0.6000000000000001,0.38,0.6000000000000001,1.2,0.41000000000000003,1.62,1.2,1.62,1
239,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Salernitana,0.32,0.31,0.63,0.32,0.63,1.34,0.93,2.27,1.34,2.27,1
240,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Bologna,0.77,0.63,1.4,0.77,1.4,0.86,0.66,1.52,0.86,1.52,1
241,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Cagliari,0.52,0.32,0.84,0.52,0.84,0.9400000000000001,0.64,1.58,0.9400000000000001,1.58,1
242,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Udinese,0.88,0.6900000000000001,1.57,0.88,1.57,1.16,0.75,1.9,0.78,1.53,1
243,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Torino,0.72,0.53,1.25,0.72,1.25,1.71,0.8200000000000001,2.5300000000000002,0.92,1.74,1
244,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Lazio,1.5,1.01,2.51,1.5,2.51,1.0,0.74,1.74,1.0,1.74,1
245,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Empoli,0.8300000000000001,0.53,1.3599999999999999,0.8300000000000001,1.3599999999999999,1.25,1.15,2.4,1.25,2.4,1
246,Roma,1.72,1.05,2.77,1.72,2.77,0.45,0.17,0.62,0.45,0.62,Sassuolo,0.31,0.28,0.58,0.31,0.58,2.4,1.4100000000000001,3.81,1.63,3.03,1
